线路,方向,起点,终点,客流量
1路,上行,鼓山公园,红星美凯龙,0.6
1路,上行,鼓山公园,三花悦庄,0.5
1路,上行,实验小学,茶市北门（七星医院）,1.9
1路,上行,实验小学,百合园,1.2
1路,上行,实验小学,南明小学,0.6
1路,上行,实验小学,社会公共服务大楼,1.6
1路,上行,实验小学,客运东站,2.1
1路,上行,实验小学,中医院（南）,3.1
1路,上行,实验小学,下三溪村（西）,1.7
1路,上行,实验小学,电力调度中心,0.7
1路,上行,实验小学,钟楼菜场（南）,1.6
1路,上行,实验小学,人民医院（磕下东）,2.0
1路,上行,实验小学,工商银行,1.8
1路,上行,实验小学,三花美墅,0.5
1路,上行,实验小学,赵婆岙村口,0.6
1路,上行,实验小学,迷碟制衣,1.1
1路,上行,实验小学,教师之家,2.5
1路,上行,实验小学,育英路口,1.3
1路,上行,实验小学,达利广场,1.9
1路,上行,实验小学,秀水苑,0.9
1路,上行,实验小学,横街电信大楼,2.4
1路,上行,实验小学,七星综合市场,0.7
1路,上行,实验小学,七星中学,1.4
1路,上行,实验小学,金汇广场,0.6
1路,上行,实验小学,卫计局,0.7
1路,上行,实验小学,侯村,1.5
1路,上行,实验小学,红星美凯龙,0.8
1路,上行,实验小学,三花悦庄,0.7
1路,上行,实验小学,县政府,0.6
1路,上行,茶市北门（七星医院）,百合园,2.1
1路,上行,茶市北门（七星医院）,南明小学,1.1
1路,上行,茶市北门（七星医院）,社会公共服务大楼,2.8
1路,上行,茶市北门（七星医院）,客运东站,3.8
1路,上行,茶市北门（七星医院）,中医院（南）,5.5
1路,上行,茶市北门（七星医院）,下三溪村（西）,3.0
1路,上行,茶市北门（七星医院）,新东门,0.8
1路,上行,茶市北门（七星医院）,电力调度中心,1.2
1路,上行,茶市北门（七星医院）,钟楼菜场（南）,2.9
1路,上行,茶市北门（七星医院）,人民医院（磕下东）,3.5
1路,上行,茶市北门（七星医院）,西环岛,0.7
1路,上行,茶市北门（七星医院）,工商银行,3.3
1路,上行,茶市北门（七星医院）,三花美墅,0.9
1路,上行,茶市北门（七星医院）,赵婆岙村口,1.0
1路,上行,茶市北门（七星医院）,凤凰村,0.6
1路,上行,茶市北门（七星医院）,迷碟制衣,1.9
1路,上行,茶市北门（七星医院）,万丰后溪,0.9
1路,上行,茶市北门（七星医院）,城东大桥,0.7
1路,上行,茶市北门（七星医院）,教师之家,4.4
1路,上行,茶市北门（七星医院）,育英路口,2.3
1路,上行,茶市北门（七星医院）,达利广场,3.4
1路,上行,茶市北门（七星医院）,秀水苑,1.5
1路,上行,茶市北门（七星医院）,横街电信大楼,4.2
1路,上行,茶市北门（七星医院）,七星综合市场,1.2
1路,上行,茶市北门（七星医院）,七星中学,2.5
1路,上行,茶市北门（七星医院）,金汇广场,1.1
1路,上行,茶市北门（七星医院）,万丰广场,0.6
1路,上行,茶市北门（七星医院）,卫计局,1.2
1路,上行,茶市北门（七星医院）,侯村,2.7
1路,上行,茶市北门（七星医院）,红星美凯龙,1.4
1路,上行,茶市北门（七星医院）,三花悦庄,1.3
1路,上行,茶市北门（七星医院）,县政府,1.1
1路,上行,百合园,南明小学,0.7
1路,上行,百合园,社会公共服务大楼,1.8
1路,上行,百合园,客运东站,2.5
1路,上行,百合园,中医院（南）,3.6
1路,上行,百合园,下三溪村（西）,2.0
1路,上行,百合园,新东门,0.5
1路,上行,百合园,电力调度中心,0.8
1路,上行,百合园,钟楼菜场（南）,1.9
1路,上行,百合园,人民医院（磕下东）,2.3
1路,上行,百合园,工商银行,2.1
1路,上行,百合园,三花美墅,0.6
1路,上行,百合园,赵婆岙村口,0.6
1路,上行,百合园,迷碟制衣,1.3
1路,上行,百合园,万丰后溪,0.6
1路,上行,百合园,教师之家,2.9
1路,上行,百合园,育英路口,1.5
1路,上行,百合园,达利广场,2.2
1路,上行,百合园,秀水苑,1.0
1路,上行,百合园,横街电信大楼,2.8
1路,上行,百合园,七星综合市场,0.8
1路,上行,百合园,七星中学,1.6
1路,上行,百合园,金汇广场,0.7
1路,上行,百合园,卫计局,0.8
1路,上行,百合园,侯村,1.8
1路,上行,百合园,红星美凯龙,0.9
1路,上行,百合园,三花悦庄,0.8
1路,上行,百合园,县政府,0.7
1路,上行,南明小学,社会公共服务大楼,1.0
1路,上行,南明小学,客运东站,1.3
1路,上行,南明小学,中医院（南）,1.9
1路,上行,南明小学,下三溪村（西）,1.1
1路,上行,南明小学,钟楼菜场（南）,1.0
1路,上行,南明小学,人民医院（磕下东）,1.2
1路,上行,南明小学,工商银行,1.1
1路,上行,南明小学,迷碟制衣,0.7
1路,上行,南明小学,教师之家,1.5
1路,上行,南明小学,育英路口,0.8
1路,上行,南明小学,达利广场,1.2
1路,上行,南明小学,秀水苑,0.5
1路,上行,南明小学,横街电信大楼,1.5
1路,上行,南明小学,七星中学,0.9
1路,上行,南明小学,侯村,1.0
1路,上行,新柴股份（东）,中医院（南）,0.6
1路,上行,社会公共服务大楼,客运东站,3.5
1路,上行,社会公共服务大楼,中医院（南）,5.0
1路,上行,社会公共服务大楼,下三溪村（西）,2.7
1路,上行,社会公共服务大楼,新东门,0.8
1路,上行,社会公共服务大楼,电力调度中心,1.1
1路,上行,社会公共服务大楼,钟楼菜场（南）,2.6
1路,上行,社会公共服务大楼,人民医院（磕下东）,3.1
1路,上行,社会公共服务大楼,西环岛,0.6
1路,上行,社会公共服务大楼,工商银行,3.0
1路,上行,社会公共服务大楼,三花美墅,0.8
1路,上行,社会公共服务大楼,赵婆岙村口,0.9
1路,上行,社会公共服务大楼,凤凰村,0.6
1路,上行,社会公共服务大楼,迷碟制衣,1.8
1路,上行,社会公共服务大楼,万丰后溪,0.8
1路,上行,社会公共服务大楼,城东大桥,0.7
1路,上行,社会公共服务大楼,教师之家,4.0
1路,上行,社会公共服务大楼,育英路口,2.1
1路,上行,社会公共服务大楼,达利广场,3.1
1路,上行,社会公共服务大楼,秀水苑,1.4
1路,上行,社会公共服务大楼,横街电信大楼,3.9
1路,上行,社会公共服务大楼,七星综合市场,1.1
1路,上行,社会公共服务大楼,七星中学,2.3
1路,上行,社会公共服务大楼,金汇广场,1.0
1路,上行,社会公共服务大楼,万丰广场,0.6
1路,上行,社会公共服务大楼,卫计局,1.1
1路,上行,社会公共服务大楼,侯村,2.5
1路,上行,社会公共服务大楼,红星美凯龙,1.3
1路,上行,社会公共服务大楼,三花悦庄,1.2
1路,上行,社会公共服务大楼,县政府,1.0
1路,上行,客运东站,中医院（南）,7.3
1路,上行,客运东站,下三溪村（西）,4.0
1路,上行,客运东站,新东门,1.1
1路,上行,客运东站,电力调度中心,1.6
1路,上行,客运东站,钟楼菜场（南）,3.8
1路,上行,客运东站,中孚燃气（阅城景苑）,0.5
1路,上行,客运东站,人民医院（磕下东）,4.6
1路,上行,客运东站,西环岛,0.9
1路,上行,客运东站,工商银行,4.3
1路,上行,客运东站,三花美墅,1.2
1路,上行,客运东站,赵婆岙村口,1.3
1路,上行,客运东站,凤凰村口,0.6
1路,上行,客运东站,凤凰村,0.8
1路,上行,客运东站,迷碟制衣,2.6
1路,上行,客运东站,万丰后溪,1.2
1路,上行,客运东站,华佳热电,0.6
1路,上行,客运东站,城东大桥,1.0
1路,上行,客运东站,教师之家,5.8
1路,上行,客运东站,育英路口,3.0
1路,上行,客运东站,达利广场,4.5
1路,上行,客运东站,秀水苑,2.0
1路,上行,客运东站,横街电信大楼,5.6
1路,上行,客运东站,七星综合市场,1.6
1路,上行,客运东站,七星中学,3.3
1路,上行,客运东站,金汇广场,1.5
1路,上行,客运东站,万丰广场,0.8
1路,上行,客运东站,卫计局,1.5
1路,上行,客运东站,侯村,3.6
1路,上行,客运东站,红星美凯龙,1.9
1路,上行,客运东站,三花悦庄,1.7
1路,上行,客运东站,县政府,1.4
1路,上行,中医院（南）,知春苑,0.6
1路,上行,中医院（南）,下三溪村（西）,6.4
1路,上行,中医院（南）,新东门,1.8
1路,上行,中医院（南）,电力调度中心,2.6
1路,上行,中医院（南）,钟楼菜场（南）,6.1
1路,上行,中医院（南）,中孚燃气（阅城景苑）,0.8
1路,上行,中医院（南）,林家村,0.5
1路,上行,中医院（南）,人民医院（磕下东）,7.3
1路,上行,中医院（南）,西环岛,1.4
1路,上行,中医院（南）,工商银行,6.9
1路,上行,中医院（南）,三花美墅,2.0
1路,上行,中医院（南）,赵婆岙村口,2.1
1路,上行,中医院（南）,凤凰村口,0.9
1路,上行,中医院（南）,凤凰村,1.3
1路,上行,中医院（南）,金骆驼制衣,0.6
1路,上行,中医院（南）,迷碟制衣,4.1
1路,上行,中医院（南）,万丰后溪,1.9
1路,上行,中医院（南）,华佳热电,1.0
1路,上行,中医院（南）,城东大桥,1.5
1路,上行,中医院（南）,教师之家,9.3
1路,上行,中医院（南）,育英路口,4.9
1路,上行,中医院（南）,达利广场,7.1
1路,上行,中医院（南）,秀水苑,3.2
1路,上行,中医院（南）,横街电信大楼,9.0
1路,上行,中医院（南）,七星综合市场,2.6
1路,上行,中医院（南）,七星一村（南）,0.5
1路,上行,中医院（南）,七星中学,5.3
1路,上行,中医院（南）,金汇广场,2.4
1路,上行,中医院（南）,万丰广场,1.3
1路,上行,中医院（南）,卫计局,2.5
1路,上行,中医院（南）,侯村,5.8
1路,上行,中医院（南）,红星美凯龙,3.0
1路,上行,中医院（南）,三花悦庄,2.7
1路,上行,中医院（南）,县政府,2.3
1路,上行,下三溪村（西）,新东门,1.0
1路,上行,下三溪村（西）,电力调度中心,1.5
1路,上行,下三溪村（西）,钟楼菜场（南）,3.6
1路,上行,下三溪村（西）,人民医院（磕下东）,4.3
1路,上行,下三溪村（西）,西环岛,0.8
1路,上行,下三溪村（西）,工商银行,4.0
1路,上行,下三溪村（西）,三花美墅,1.1
1路,上行,下三溪村（西）,赵婆岙村口,1.2
1路,上行,下三溪村（西）,凤凰村口,0.5
1路,上行,下三溪村（西）,凤凰村,0.8
1路,上行,下三溪村（西）,迷碟制衣,2.4
1路,上行,下三溪村（西）,万丰后溪,1.1
1路,上行,下三溪村（西）,华佳热电,0.6
1路,上行,下三溪村（西）,城东大桥,0.9
1路,上行,下三溪村（西）,教师之家,5.4
1路,上行,下三溪村（西）,育英路口,2.8
1路,上行,下三溪村（西）,达利广场,4.2
1路,上行,下三溪村（西）,秀水苑,1.9
1路,上行,下三溪村（西）,横街电信大楼,5.3
1路,上行,下三溪村（西）,七星综合市场,1.5
1路,上行,下三溪村（西）,七星中学,3.1
1路,上行,下三溪村（西）,金汇广场,1.4
1路,上行,下三溪村（西）,万丰广场,0.8
1路,上行,下三溪村（西）,卫计局,1.4
1路,上行,下三溪村（西）,侯村,3.4
1路,上行,下三溪村（西）,红星美凯龙,1.8
1路,上行,下三溪村（西）,三花悦庄,1.6
1路,上行,下三溪村（西）,县政府,1.3
1路,上行,新东门,钟楼菜场（南）,1.0
1路,上行,新东门,人民医院（磕下东）,1.2
1路,上行,新东门,工商银行,1.1
1路,上行,新东门,迷碟制衣,0.7
1路,上行,新东门,教师之家,1.5
1路,上行,新东门,育英路口,0.8
1路,上行,新东门,达利广场,1.2
1路,上行,新东门,秀水苑,0.5
1路,上行,新东门,横街电信大楼,1.5
1路,上行,新东门,七星中学,0.9
1路,上行,新东门,侯村,0.9
1路,上行,电力调度中心,钟楼菜场（南）,1.5
1路,上行,电力调度中心,人民医院（磕下东）,1.8
1路,上行,电力调度中心,工商银行,1.7
1路,上行,电力调度中心,赵婆岙村口,0.5
1路,上行,电力调度中心,迷碟制衣,1.0
1路,上行,电力调度中心,教师之家,2.3
1路,上行,电力调度中心,育英路口,1.2
1路,上行,电力调度中心,达利广场,1.8
1路,上行,电力调度中心,秀水苑,0.8
1路,上行,电力调度中心,横街电信大楼,2.2
1路,上行,电力调度中心,七星综合市场,0.6
1路,上行,电力调度中心,七星中学,1.3
1路,上行,电力调度中心,金汇广场,0.6
1路,上行,电力调度中心,卫计局,0.6
1路,上行,电力调度中心,侯村,1.4
1路,上行,电力调度中心,红星美凯龙,0.7
1路,上行,电力调度中心,三花悦庄,0.7
1路,上行,电力调度中心,县政府,0.6
1路,上行,钟楼菜场（南）,中孚燃气（阅城景苑）,0.5
1路,上行,钟楼菜场（南）,人民医院（磕下东）,4.5
1路,上行,钟楼菜场（南）,西环岛,0.9
1路,上行,钟楼菜场（南）,工商银行,4.3
1路,上行,钟楼菜场（南）,三花美墅,1.2
1路,上行,钟楼菜场（南）,赵婆岙村口,1.3
1路,上行,钟楼菜场（南）,凤凰村口,0.6
1路,上行,钟楼菜场（南）,凤凰村,0.8
1路,上行,钟楼菜场（南）,迷碟制衣,2.5
1路,上行,钟楼菜场（南）,万丰后溪,1.1
1路,上行,钟楼菜场（南）,华佳热电,0.6
1路,上行,钟楼菜场（南）,城东大桥,1.0
1路,上行,钟楼菜场（南）,教师之家,5.7
1路,上行,钟楼菜场（南）,育英路口,3.0
1路,上行,钟楼菜场（南）,达利广场,4.4
1路,上行,钟楼菜场（南）,秀水苑,2.0
1路,上行,钟楼菜场（南）,横街电信大楼,5.5
1路,上行,钟楼菜场（南）,七星综合市场,1.6
1路,上行,钟楼菜场（南）,七星中学,3.2
1路,上行,钟楼菜场（南）,金汇广场,1.5
1路,上行,钟楼菜场（南）,万丰广场,0.8
1路,上行,钟楼菜场（南）,卫计局,1.5
1路,上行,钟楼菜场（南）,侯村,3.6
1路,上行,钟楼菜场（南）,红星美凯龙,1.8
1路,上行,钟楼菜场（南）,三花悦庄,1.7
1路,上行,钟楼菜场（南）,县政府,1.4
1路,上行,中孚燃气（阅城景苑）,人民医院（磕下东）,0.6
1路,上行,中孚燃气（阅城景苑）,工商银行,0.6
1路,上行,中孚燃气（阅城景苑）,教师之家,0.8
1路,上行,中孚燃气（阅城景苑）,达利广场,0.6
1路,上行,中孚燃气（阅城景苑）,横街电信大楼,0.8
1路,上行,人民医院（磕下东）,西环岛,1.2
1路,上行,人民医院（磕下东）,工商银行,5.6
1路,上行,人民医院（磕下东）,三花美墅,1.6
1路,上行,人民医院（磕下东）,赵婆岙村口,1.7
1路,上行,人民医院（磕下东）,凤凰村口,0.8
1路,上行,人民医院（磕下东）,凤凰村,1.1
1路,上行,人民医院（磕下东）,金骆驼制衣,0.5
1路,上行,人民医院（磕下东）,迷碟制衣,3.4
1路,上行,人民医院（磕下东）,万丰后溪,1.5
1路,上行,人民医院（磕下东）,华佳热电,0.8
1路,上行,人民医院（磕下东）,城东大桥,1.3
1路,上行,人民医院（磕下东）,教师之家,7.6
1路,上行,人民医院（磕下东）,育英路口,4.0
1路,上行,人民医院（磕下东）,达利广场,5.8
1路,上行,人民医院（磕下东）,秀水苑,2.6
1路,上行,人民医院（磕下东）,横街电信大楼,7.3
1路,上行,人民医院（磕下东）,七星综合市场,2.1
1路,上行,人民医院（磕下东）,七星中学,4.3
1路,上行,人民医院（磕下东）,金汇广场,1.9
1路,上行,人民医院（磕下东）,万丰广场,1.1
1路,上行,人民医院（磕下东）,卫计局,2.0
1路,上行,人民医院（磕下东）,侯村,4.7
1路,上行,人民医院（磕下东）,红星美凯龙,2.4
1路,上行,人民医院（磕下东）,三花悦庄,2.2
1路,上行,人民医院（磕下东）,县政府,1.9
1路,上行,西环岛,工商银行,1.1
1路,上行,西环岛,迷碟制衣,0.7
1路,上行,西环岛,教师之家,1.5
1路,上行,西环岛,育英路口,0.8
1路,上行,西环岛,达利广场,1.2
1路,上行,西环岛,秀水苑,0.5
1路,上行,西环岛,横街电信大楼,1.5
1路,上行,西环岛,七星中学,0.9
1路,上行,西环岛,侯村,0.9
1路,上行,工商银行,三花美墅,1.7
1路,上行,工商银行,赵婆岙村口,1.8
1路,上行,工商银行,凤凰村口,0.8
1路,上行,工商银行,凤凰村,1.1
1路,上行,工商银行,金骆驼制衣,0.5
1路,上行,工商银行,迷碟制衣,3.5
1路,上行,工商银行,万丰后溪,1.6
1路,上行,工商银行,华佳热电,0.9
1路,上行,工商银行,城东大桥,1.3
1路,上行,工商银行,教师之家,7.9
1路,上行,工商银行,育英路口,4.1
1路,上行,工商银行,达利广场,6.1
1路,上行,工商银行,秀水苑,2.7
1路,上行,工商银行,横街电信大楼,7.7
1路,上行,工商银行,七星综合市场,2.2
1路,上行,工商银行,七星中学,4.5
1路,上行,工商银行,金汇广场,2.0
1路,上行,工商银行,万丰广场,1.1
1路,上行,工商银行,卫计局,2.1
1路,上行,工商银行,侯村,4.9
